,eps,n_samples,silhouette_score
0,93,25,-0.10116508937580268
0,94,25,-0.10116508937580268
0,96,26,-0.10116508937580268
0,84,16,-0.10191927328746511
0,13,2,-0.10481660613704666
0,97,18,-0.10518732010812146
0,66,13,-0.10763783149811391
0,81,16,-0.10945488294782416
0,61,12,-0.10958674556071807
0,83,16,-0.11284649220728098
0,98,27,-0.11300236057859421
0,99,28,-0.11300236057859421
0,99,29,-0.11300236057859421
0,98,29,-0.11300236057859421
0,99,27,-0.11300236057859421
0,98,28,-0.11300236057859421
0,22,5,-0.11316164798713746
0,78,15,-0.11348963220683479
0,92,17,-0.11393879769886914
0,97,27,-0.11428575237540779
0,97,28,-0.11428575237540779
0,95,26,-0.11555750774384799
0,93,26,-0.11555750774384799
0,94,26,-0.11555750774384799
0,96,27,-0.11555750774384799
0,95,27,-0.11555750774384799
0,77,15,-0.11655608083524044
0,92,25,-0.11676699441434071
0,92,26,-0.11676699441434071
0,99,30,-0.11684152233376655
0,94,28,-0.11684152233376655
0,95,28,-0.11684152233376655
0,93,27,-0.11684152233376655
0,93,28,-0.11684152233376655
0,94,27,-0.11684152233376655
0,98,30,-0.11684152233376655
0,96,28,-0.11684152233376655
0,91,17,-0.11684153547984226
0,90,17,-0.11684153547984226
0,88,24,-0.11805006475678405
0,95,29,-0.11805006475678405
0,95,30,-0.11805006475678405
0,90,29,-0.11805006475678405
0,88,25,-0.11805006475678405
0,86,24,-0.11805006475678405
0,88,26,-0.11805006475678405
0,89,25,-0.11805006475678405
0,89,27,-0.11805006475678405
0,89,26,-0.11805006475678405
0,91,28,-0.11805006475678405
0,90,28,-0.11805006475678405
0,89,24,-0.11805006475678405
0,91,25,-0.11805006475678405
0,91,26,-0.11805006475678405
0,91,27,-0.11805006475678405
0,86,26,-0.11805006475678405
0,90,27,-0.11805006475678405
0,90,26,-0.11805006475678405
0,90,25,-0.11805006475678405
0,90,24,-0.11805006475678405
0,85,24,-0.11805006475678405
0,85,23,-0.11805006475678405
0,94,30,-0.11805006475678405
0,94,29,-0.11805006475678405
0,87,24,-0.11805006475678405
0,91,30,-0.11805006475678405
0,86,25,-0.11805006475678405
0,91,29,-0.11805006475678405
0,85,25,-0.11805006475678405
0,85,26,-0.11805006475678405
0,90,30,-0.11805006475678405
0,96,29,-0.11805006475678405
0,96,30,-0.11805006475678405
0,97,30,-0.11805006475678405
0,97,29,-0.11805006475678405
0,92,30,-0.11805006475678405
0,93,29,-0.11805006475678405
0,93,30,-0.11805006475678405
0,91,24,-0.11805006475678405
0,92,29,-0.11805006475678405
0,92,28,-0.11805006475678405
0,92,27,-0.11805006475678405
0,87,26,-0.11805006475678405
0,87,25,-0.11805006475678405
0,83,23,-0.11910805551108916
0,84,23,-0.11910805551108916
0,84,24,-0.11910805551108916
0,87,27,-0.11927303094362397
0,88,27,-0.11927303094362397
0,83,24,-0.12014786147959211
0,83,25,-0.12014786147959211
0,84,26,-0.12014786147959211
0,84,25,-0.12014786147959211
0,89,28,-0.12049544464935462
0,89,29,-0.12049544464935462
0,96,31,-0.12073511618858611
0,99,31,-0.12073511618858611
0,95,31,-0.12073511618858611
0,98,31,-0.12073511618858611
0,97,31,-0.12073511618858611
0,56,11,-0.12087431495431508
0,83,26,-0.12149277527335964
0,88,28,-0.12182734470747883
0,88,29,-0.12182734470747883
0,72,14,-0.1221337378758912
0,32,7,-0.12234446040946526
0,82,25,-0.12270720685222179
0,82,24,-0.12270720685222179
0,82,23,-0.12270720685222179
0,98,32,-0.12285570063264964
0,95,32,-0.12285570063264964
0,96,32,-0.12285570063264964
0,99,32,-0.12285570063264964
0,97,32,-0.12285570063264964
0,87,29,-0.12304510163919556
0,86,28,-0.12304510163919556
0,87,28,-0.12304510163919556
0,86,27,-0.12304510163919556
0,76,15,-0.12314006564491056
0,82,16,-0.12362106131449752
0,43,9,-0.12375636217373967
0,79,23,-0.12392098392106528
0,78,24,-0.12392098392106528
0,80,23,-0.12392098392106528
0,80,24,-0.12392098392106528
0,81,24,-0.12392098392106528
0,81,23,-0.12392098392106528
0,79,24,-0.12392098392106528
0,77,23,-0.12392098392106528
0,78,23,-0.12392098392106528
0,92,31,-0.12405824726566529
0,93,31,-0.12405824726566529
0,94,31,-0.12405824726566529
0,95,18,-0.12417634912918095
0,96,18,-0.1245867543609522
0,93,32,-0.12474220701125296
0,96,33,-0.12474220701125296
0,91,31,-0.12474220701125296
0,99,33,-0.12474220701125296
0,91,32,-0.12474220701125296
0,92,32,-0.12474220701125296
0,90,31,-0.12474220701125296
0,99,34,-0.12474220701125296
0,95,33,-0.12474220701125296
0,94,32,-0.12474220701125296
0,97,33,-0.12474220701125296
0,94,33,-0.12474220701125296
0,98,33,-0.12474220701125296
0,84,27,-0.12513055440337034
0,82,27,-0.12513055440337034
0,84,28,-0.12513055440337034
0,82,26,-0.12513055440337034
0,83,27,-0.12513055440337034
0,86,29,-0.12513055440337034
0,81,25,-0.12513055440337034
0,85,29,-0.12513055440337034
0,85,28,-0.12513055440337034
0,85,27,-0.12513055440337034
0,80,25,-0.12513055440337034
0,75,23,-0.1252833413097496
0,75,22,-0.1252833413097496
0,76,23,-0.1252833413097496
0,74,22,-0.1252833413097496
0,74,23,-0.1252833413097496
0,90,32,-0.12646222723335812
0,79,25,-0.12649254710038213
0,79,26,-0.12649254710038213
0,79,27,-0.12649254710038213
0,80,26,-0.12649254710038213
0,80,27,-0.12649254710038213
0,80,28,-0.12649254710038213
0,79,28,-0.12649254710038213
0,75,27,-0.12649254710038213
0,78,28,-0.12649254710038213
0,75,24,-0.12649254710038213
0,76,26,-0.12649254710038213
0,76,25,-0.12649254710038213
0,78,27,-0.12649254710038213
0,75,28,-0.12649254710038213
0,75,26,-0.12649254710038213
0,75,25,-0.12649254710038213
0,83,28,-0.12649254710038213
0,76,28,-0.12649254710038213
0,82,28,-0.12649254710038213
0,74,28,-0.12649254710038213
0,74,27,-0.12649254710038213
0,74,26,-0.12649254710038213
0,74,25,-0.12649254710038213
0,74,24,-0.12649254710038213
0,76,27,-0.12649254710038213
0,76,24,-0.12649254710038213
0,77,24,-0.12649254710038213
0,78,26,-0.12649254710038213
0,81,27,-0.12649254710038213
0,81,26,-0.12649254710038213
0,78,25,-0.12649254710038213
0,77,28,-0.12649254710038213
0,77,27,-0.12649254710038213
0,77,26,-0.12649254710038213
0,77,25,-0.12649254710038213
0,81,28,-0.12649254710038213
0,80,16,-0.12720183415599792
0,72,22,-0.12758429976453955
0,71,25,-0.12758429976453955
0,71,24,-0.12758429976453955
0,71,23,-0.12758429976453955
0,71,22,-0.12758429976453955
0,72,24,-0.12758429976453955
0,72,23,-0.12758429976453955
0,72,26,-0.12758429976453955
0,73,28,-0.12758429976453955
0,73,27,-0.12758429976453955
0,73,26,-0.12758429976453955
0,73,25,-0.12758429976453955
0,73,24,-0.12758429976453955
0,73,23,-0.12758429976453955
0,73,22,-0.12758429976453955
0,72,27,-0.12758429976453955
0,72,28,-0.12758429976453955
0,71,28,-0.12758429976453955
0,72,25,-0.12758429976453955
0,71,26,-0.12758429976453955
0,71,27,-0.12758429976453955
0,89,30,-0.12767875516245755
0,89,17,-0.12770235996759935
0,88,30,-0.1281818473970516
0,89,32,-0.1281818473970516
0,89,31,-0.1281818473970516
0,88,31,-0.1281818473970516
0,69,26,-0.12867979595717577
0,69,23,-0.12867979595717577
0,69,24,-0.12867979595717577
0,69,25,-0.12867979595717577
0,68,24,-0.12867979595717577
0,68,23,-0.12867979595717577
0,70,22,-0.12867979595717577
0,70,23,-0.12867979595717577
0,70,24,-0.12867979595717577
0,70,25,-0.12867979595717577
0,70,26,-0.12867979595717577
0,70,27,-0.12867979595717577
0,69,27,-0.12867979595717577
0,69,22,-0.12867979595717577
0,68,25,-0.12867979595717577
0,68,26,-0.12867979595717577
0,68,27,-0.12867979595717577
0,68,22,-0.12867979595717577
0,65,23,-0.12976444691713962
0,64,22,-0.12976444691713962
0,66,23,-0.12976444691713962
0,66,24,-0.12976444691713962
0,67,25,-0.12976444691713962
0,67,24,-0.12976444691713962
0,67,23,-0.12976444691713962
0,67,22,-0.12976444691713962
0,65,22,-0.12976444691713962
0,66,22,-0.12976444691713962
0,85,31,-0.12990664741111765
0,85,32,-0.12990664741111765
0,86,32,-0.12990664741111765
0,86,31,-0.12990664741111765
0,86,30,-0.12990664741111765
0,88,32,-0.12990664741111765
0,76,29,-0.12990664741111765
0,80,29,-0.12990664741111765
0,80,30,-0.12990664741111765
0,78,30,-0.12990664741111765
0,78,29,-0.12990664741111765
0,81,30,-0.12990664741111765
0,77,30,-0.12990664741111765
0,74,29,-0.12990664741111765
0,83,30,-0.12990664741111765
0,77,29,-0.12990664741111765
0,85,30,-0.12990664741111765
0,76,30,-0.12990664741111765
0,87,32,-0.12990664741111765
0,87,31,-0.12990664741111765
0,87,30,-0.12990664741111765
0,84,30,-0.12990664741111765
0,82,30,-0.12990664741111765
0,75,29,-0.12990664741111765
0,75,30,-0.12990664741111765
0,79,30,-0.12990664741111765
0,79,29,-0.12990664741111765
0,84,29,-0.1308949018215598
0,82,29,-0.1308949018215598
0,83,29,-0.1308949018215598
0,81,29,-0.1308949018215598
0,98,34,-0.1311692151061736
0,98,36,-0.1311692151061736
0,98,35,-0.1311692151061736
0,97,35,-0.1311692151061736
0,99,35,-0.1311692151061736
0,99,37,-0.1311692151061736
0,97,36,-0.1311692151061736
0,97,34,-0.1311692151061736
0,98,37,-0.1311692151061736
0,99,36,-0.1311692151061736
0,49,10,-0.13139619839497163
0,18,4,-0.13178937220407014
0,96,36,-0.13244483428834788
0,95,34,-0.13244483428834788
0,96,35,-0.13244483428834788
0,96,34,-0.13244483428834788
0,97,37,-0.13289217326631492
0,57,21,-0.133042821328845
0,63,22,-0.133042821328845
0,61,22,-0.133042821328845
0,64,23,-0.133042821328845
0,59,22,-0.133042821328845
0,62,22,-0.133042821328845
0,57,20,-0.133042821328845
0,60,22,-0.133042821328845
0,58,22,-0.133042821328845
0,58,21,-0.133042821328845
0,93,33,-0.13372500439559193
0,69,28,-0.1341581806407655
0,67,26,-0.1341581806407655
0,66,26,-0.1341581806407655
0,41,15,-0.1341581806407655
0,65,24,-0.1341581806407655
0,65,25,-0.1341581806407655
0,66,25,-0.1341581806407655
0,64,25,-0.1341581806407655
0,64,24,-0.1341581806407655
0,57,22,-0.1341581806407655
0,70,28,-0.1341581806407655
0,94,35,-0.1341682198350732
0,95,36,-0.1341682198350732
0,94,34,-0.1341682198350732
0,95,35,-0.1341682198350732
0,63,23,-0.13422399133526455
0,62,23,-0.13422399133526455
0,98,38,-0.13461472596591262
0,98,39,-0.13461472596591262
0,99,38,-0.13461472596591262
0,98,40,-0.13461472596591262
0,99,39,-0.13461472596591262
0,99,40,-0.13461472596591262
0,62,24,-0.13533747752495148
0,55,21,-0.13533747752495148
0,54,19,-0.13533747752495148
0,63,24,-0.13533747752495148
0,63,25,-0.13533747752495148
0,55,19,-0.13533747752495148
0,56,21,-0.13533747752495148
0,55,20,-0.13533747752495148
0,56,20,-0.13533747752495148
0,93,35,-0.13544889222396758
0,93,34,-0.13544889222396758
0,90,33,-0.13544889222396758
0,91,34,-0.13544889222396758
0,92,35,-0.13544889222396758
0,92,34,-0.13544889222396758
0,92,33,-0.13544889222396758
0,91,33,-0.13544889222396758
0,94,36,-0.13589119631650523
0,99,41,-0.1363431180152868
0,97,39,-0.1363431180152868
0,97,38,-0.1363431180152868
0,54,20,-0.13683593709140096
0,53,19,-0.13683593709140096
0,96,37,-0.1376201465669628
0,98,42,-0.1376201465669628
0,98,43,-0.1376201465669628
0,99,44,-0.1376201465669628
0,98,41,-0.1376201465669628
0,99,42,-0.1376201465669628
0,99,43,-0.1376201465669628
0,96,38,-0.1376201465669628
0,97,42,-0.1376201465669628
0,96,39,-0.1376201465669628
0,95,37,-0.1376201465669628
0,97,40,-0.1376201465669628
0,95,38,-0.1376201465669628
0,97,41,-0.1376201465669628
0,60,23,-0.13774452237321314
0,58,23,-0.13774452237321314
0,59,23,-0.13774452237321314
0,61,23,-0.13774452237321314
0,55,11,-0.13831521867616553
0,53,20,-0.13833578751012238
0,52,19,-0.13833578751012238
0,71,14,-0.13883975385626435
0,66,27,-0.13885179890106283
0,68,28,-0.13885179890106283
0,61,24,-0.13885179890106283
0,64,26,-0.13885179890106283
0,59,24,-0.13885179890106283
0,65,26,-0.13885179890106283
0,63,26,-0.13885179890106283
0,58,24,-0.13885179890106283
0,67,27,-0.13885179890106283
0,65,27,-0.13885179890106283
0,64,27,-0.13885179890106283
0,60,24,-0.13885179890106283
0,62,25,-0.13885179890106283
0,67,28,-0.13885179890106283
0,86,43,-0.13890196263474086
0,86,42,-0.13890196263474086
0,86,41,-0.13890196263474086
0,96,40,-0.13890196263474086
0,96,41,-0.13890196263474086
0,90,44,-0.13890196263474086
0,86,44,-0.13890196263474086
0,86,45,-0.13890196263474086
0,95,46,-0.13890196263474086
0,82,31,-0.13890196263474086
0,82,32,-0.13890196263474086
0,82,33,-0.13890196263474086
0,82,34,-0.13890196263474086
0,82,35,-0.13890196263474086
0,82,36,-0.13890196263474086
0,82,37,-0.13890196263474086
0,82,38,-0.13890196263474086
0,82,39,-0.13890196263474086
0,82,40,-0.13890196263474086
0,74,37,-0.13890196263474086
0,74,36,-0.13890196263474086
0,74,35,-0.13890196263474086
0,74,33,-0.13890196263474086
0,74,32,-0.13890196263474086
0,74,31,-0.13890196263474086
0,74,30,-0.13890196263474086
0,82,41,-0.13890196263474086
0,82,42,-0.13890196263474086
0,82,43,-0.13890196263474086
0,82,44,-0.13890196263474086
0,82,45,-0.13890196263474086
0,74,34,-0.13890196263474086
0,83,32,-0.13890196263474086
0,96,42,-0.13890196263474086
0,72,31,-0.13890196263474086
0,98,44,-0.13890196263474086
0,85,33,-0.13890196263474086
0,85,34,-0.13890196263474086
0,85,35,-0.13890196263474086
0,85,36,-0.13890196263474086
0,85,37,-0.13890196263474086
0,72,29,-0.13890196263474086
0,72,30,-0.13890196263474086
0,85,38,-0.13890196263474086
0,96,43,-0.13890196263474086
0,85,39,-0.13890196263474086
0,85,40,-0.13890196263474086
0,72,32,-0.13890196263474086
0,72,33,-0.13890196263474086
0,72,34,-0.13890196263474086
0,72,35,-0.13890196263474086
0,85,41,-0.13890196263474086
0,85,42,-0.13890196263474086
0,98,45,-0.13890196263474086
0,98,46,-0.13890196263474086
0,84,31,-0.13890196263474086
0,84,45,-0.13890196263474086
0,84,40,-0.13890196263474086
0,84,39,-0.13890196263474086
0,84,38,-0.13890196263474086
0,84,37,-0.13890196263474086
0,84,36,-0.13890196263474086
0,71,29,-0.13890196263474086
0,71,30,-0.13890196263474086
0,71,31,-0.13890196263474086
0,71,32,-0.13890196263474086
0,71,33,-0.13890196263474086
0,99,45,-0.13890196263474086
0,84,35,-0.13890196263474086
0,84,34,-0.13890196263474086
0,84,33,-0.13890196263474086
0,84,32,-0.13890196263474086
0,84,43,-0.13890196263474086
0,84,44,-0.13890196263474086
0,85,43,-0.13890196263474086
0,85,44,-0.13890196263474086
0,85,45,-0.13890196263474086
0,73,30,-0.13890196263474086
0,73,32,-0.13890196263474086
0,73,33,-0.13890196263474086
0,73,34,-0.13890196263474086
0,73,35,-0.13890196263474086
0,73,36,-0.13890196263474086
0,73,37,-0.13890196263474086
0,86,33,-0.13890196263474086
0,86,34,-0.13890196263474086
0,86,35,-0.13890196263474086
0,86,36,-0.13890196263474086
0,86,37,-0.13890196263474086
0,86,38,-0.13890196263474086
0,86,39,-0.13890196263474086
0,86,40,-0.13890196263474086
0,96,46,-0.13890196263474086
0,96,45,-0.13890196263474086
0,96,44,-0.13890196263474086
0,73,31,-0.13890196263474086
0,73,29,-0.13890196263474086
0,83,45,-0.13890196263474086
0,83,31,-0.13890196263474086
0,83,44,-0.13890196263474086
0,83,43,-0.13890196263474086
0,83,42,-0.13890196263474086
0,83,41,-0.13890196263474086
0,97,46,-0.13890196263474086
0,97,45,-0.13890196263474086
0,83,40,-0.13890196263474086
0,83,39,-0.13890196263474086
0,83,38,-0.13890196263474086
0,83,37,-0.13890196263474086
0,83,36,-0.13890196263474086
0,83,35,-0.13890196263474086
0,83,34,-0.13890196263474086
0,83,33,-0.13890196263474086
0,97,44,-0.13890196263474086
0,97,43,-0.13890196263474086
0,95,44,-0.13890196263474086
0,95,45,-0.13890196263474086
0,75,43,-0.13890196263474086
0,95,43,-0.13890196263474086
0,80,35,-0.13890196263474086
0,92,37,-0.13890196263474086
0,92,36,-0.13890196263474086
0,80,42,-0.13890196263474086
0,80,41,-0.13890196263474086
0,80,40,-0.13890196263474086
0,80,39,-0.13890196263474086
0,80,38,-0.13890196263474086
0,80,37,-0.13890196263474086
0,84,41,-0.13890196263474086
0,80,36,-0.13890196263474086
0,80,34,-0.13890196263474086
0,91,44,-0.13890196263474086
0,78,31,-0.13890196263474086
0,78,32,-0.13890196263474086
0,78,33,-0.13890196263474086
0,78,34,-0.13890196263474086
0,80,33,-0.13890196263474086
0,80,32,-0.13890196263474086
0,80,31,-0.13890196263474086
0,89,40,-0.13890196263474086
0,89,41,-0.13890196263474086
0,91,46,-0.13890196263474086
0,80,43,-0.13890196263474086
0,92,38,-0.13890196263474086
0,92,39,-0.13890196263474086
0,92,40,-0.13890196263474086
0,77,35,-0.13890196263474086
0,77,36,-0.13890196263474086
0,77,37,-0.13890196263474086
0,77,38,-0.13890196263474086
0,77,39,-0.13890196263474086
0,77,40,-0.13890196263474086
0,77,41,-0.13890196263474086
0,77,42,-0.13890196263474086
0,77,43,-0.13890196263474086
0,77,44,-0.13890196263474086
0,89,35,-0.13890196263474086
0,89,36,-0.13890196263474086
0,89,37,-0.13890196263474086
0,89,38,-0.13890196263474086
0,92,46,-0.13890196263474086
0,89,39,-0.13890196263474086
0,92,45,-0.13890196263474086
0,92,44,-0.13890196263474086
0,92,43,-0.13890196263474086
0,92,42,-0.13890196263474086
0,92,41,-0.13890196263474086
0,91,45,-0.13890196263474086
0,91,43,-0.13890196263474086
0,95,42,-0.13890196263474086
0,79,31,-0.13890196263474086
0,90,46,-0.13890196263474086
0,90,45,-0.13890196263474086
0,79,43,-0.13890196263474086
0,79,42,-0.13890196263474086
0,90,36,-0.13890196263474086
0,90,37,-0.13890196263474086
0,90,38,-0.13890196263474086
0,90,39,-0.13890196263474086
0,90,40,-0.13890196263474086
0,90,41,-0.13890196263474086
0,79,32,-0.13890196263474086
0,91,42,-0.13890196263474086
0,79,33,-0.13890196263474086
0,79,34,-0.13890196263474086
0,79,35,-0.13890196263474086
0,79,36,-0.13890196263474086
0,79,37,-0.13890196263474086
0,79,38,-0.13890196263474086
0,79,39,-0.13890196263474086
0,79,40,-0.13890196263474086
0,79,41,-0.13890196263474086
0,90,42,-0.13890196263474086
0,79,44,-0.13890196263474086
0,90,35,-0.13890196263474086
0,90,34,-0.13890196263474086
0,89,46,-0.13890196263474086
0,78,35,-0.13890196263474086
0,78,36,-0.13890196263474086
0,78,37,-0.13890196263474086
0,78,38,-0.13890196263474086
0,78,39,-0.13890196263474086
0,78,40,-0.13890196263474086
0,78,41,-0.13890196263474086
0,78,42,-0.13890196263474086
0,78,43,-0.13890196263474086
0,78,44,-0.13890196263474086
0,91,41,-0.13890196263474086
0,91,40,-0.13890196263474086
0,91,39,-0.13890196263474086
0,91,38,-0.13890196263474086
0,91,37,-0.13890196263474086
0,91,36,-0.13890196263474086
0,91,35,-0.13890196263474086
0,89,42,-0.13890196263474086
0,89,43,-0.13890196263474086
0,89,44,-0.13890196263474086
0,89,45,-0.13890196263474086
0,77,34,-0.13890196263474086
0,77,33,-0.13890196263474086
0,77,32,-0.13890196263474086
0,94,45,-0.13890196263474086
0,75,41,-0.13890196263474086
0,75,42,-0.13890196263474086
0,90,43,-0.13890196263474086
0,87,45,-0.13890196263474086
0,87,46,-0.13890196263474086
0,81,45,-0.13890196263474086
0,81,44,-0.13890196263474086
0,81,43,-0.13890196263474086
0,94,46,-0.13890196263474086
0,81,42,-0.13890196263474086
0,81,41,-0.13890196263474086
0,77,31,-0.13890196263474086
0,94,44,-0.13890196263474086
0,94,43,-0.13890196263474086
0,94,42,-0.13890196263474086
0,94,41,-0.13890196263474086
0,81,40,-0.13890196263474086
0,94,40,-0.13890196263474086
0,94,39,-0.13890196263474086
0,94,38,-0.13890196263474086
0,94,37,-0.13890196263474086
0,81,39,-0.13890196263474086
0,75,40,-0.13890196263474086
0,75,39,-0.13890196263474086
0,75,38,-0.13890196263474086
0,75,37,-0.13890196263474086
0,95,41,-0.13890196263474086
0,87,33,-0.13890196263474086
0,87,34,-0.13890196263474086
0,87,35,-0.13890196263474086
0,87,36,-0.13890196263474086
0,87,37,-0.13890196263474086
0,87,38,-0.13890196263474086
0,75,31,-0.13890196263474086
0,75,32,-0.13890196263474086
0,87,39,-0.13890196263474086
0,87,40,-0.13890196263474086
0,95,40,-0.13890196263474086
0,95,39,-0.13890196263474086
0,87,41,-0.13890196263474086
0,87,42,-0.13890196263474086
0,87,43,-0.13890196263474086
0,87,44,-0.13890196263474086
0,75,33,-0.13890196263474086
0,75,34,-0.13890196263474086
0,75,35,-0.13890196263474086
0,75,36,-0.13890196263474086
0,81,38,-0.13890196263474086
0,81,37,-0.13890196263474086
0,81,36,-0.13890196263474086
0,88,39,-0.13890196263474086
0,93,45,-0.13890196263474086
0,93,44,-0.13890196263474086
0,93,43,-0.13890196263474086
0,93,42,-0.13890196263474086
0,93,41,-0.13890196263474086
0,88,40,-0.13890196263474086
0,93,40,-0.13890196263474086
0,93,39,-0.13890196263474086
0,93,38,-0.13890196263474086
0,93,37,-0.13890196263474086
0,88,41,-0.13890196263474086
0,88,42,-0.13890196263474086
0,88,43,-0.13890196263474086
0,88,44,-0.13890196263474086
0,88,45,-0.13890196263474086
0,93,36,-0.13890196263474086
0,88,46,-0.13890196263474086
0,80,45,-0.13890196263474086
0,80,44,-0.13890196263474086
0,89,33,-0.13890196263474086
0,89,34,-0.13890196263474086
0,93,46,-0.13890196263474086
0,88,38,-0.13890196263474086
0,81,35,-0.13890196263474086
0,76,43,-0.13890196263474086
0,76,31,-0.13890196263474086
0,76,32,-0.13890196263474086
0,76,33,-0.13890196263474086
0,76,34,-0.13890196263474086
0,76,35,-0.13890196263474086
0,76,36,-0.13890196263474086
0,76,37,-0.13890196263474086
0,76,38,-0.13890196263474086
0,76,39,-0.13890196263474086
0,76,40,-0.13890196263474086
0,81,34,-0.13890196263474086
0,81,33,-0.13890196263474086
0,81,32,-0.13890196263474086
0,81,31,-0.13890196263474086
0,88,33,-0.13890196263474086
0,88,34,-0.13890196263474086
0,88,35,-0.13890196263474086
0,88,36,-0.13890196263474086
0,88,37,-0.13890196263474086
0,76,41,-0.13890196263474086
0,76,42,-0.13890196263474086
0,84,42,-0.13890196263474086
0,99,46,-0.13890196263474086
0,46,20,-0.13890196263474086
0,48,23,-0.13890196263474086
0,44,20,-0.13890196263474086
0,44,19,-0.13890196263474086
0,44,18,-0.13890196263474086
0,67,29,-0.13890196263474086
0,41,18,-0.13890196263474086
0,41,19,-0.13890196263474086
0,53,24,-0.13890196263474086
0,53,23,-0.13890196263474086
0,53,22,-0.13890196263474086
0,41,21,-0.13890196263474086
0,43,22,-0.13890196263474086
0,48,20,-0.13890196263474086
0,48,21,-0.13890196263474086
0,48,22,-0.13890196263474086
0,68,29,-0.13890196263474086
0,69,31,-0.13890196263474086
0,68,30,-0.13890196263474086
0,68,31,-0.13890196263474086
0,57,25,-0.13890196263474086
0,52,24,-0.13890196263474086
0,52,23,-0.13890196263474086
0,52,22,-0.13890196263474086
0,42,18,-0.13890196263474086
0,42,19,-0.13890196263474086
0,42,20,-0.13890196263474086
0,42,21,-0.13890196263474086
0,49,20,-0.13890196263474086
0,49,21,-0.13890196263474086
0,49,22,-0.13890196263474086
0,69,29,-0.13890196263474086
0,47,23,-0.13890196263474086
0,47,22,-0.13890196263474086
0,47,21,-0.13890196263474086
0,59,26,-0.13890196263474086
0,63,27,-0.13890196263474086
0,62,27,-0.13890196263474086
0,50,24,-0.13890196263474086
0,45,23,-0.13890196263474086
0,45,22,-0.13890196263474086
0,55,24,-0.13890196263474086
0,45,21,-0.13890196263474086
0,45,20,-0.13890196263474086
0,45,19,-0.13890196263474086
0,38,16,-0.13890196263474086
0,61,26,-0.13890196263474086
0,44,23,-0.13890196263474086
0,44,22,-0.13890196263474086
0,44,21,-0.13890196263474086
0,46,19,-0.13890196263474086
0,39,16,-0.13890196263474086
0,46,21,-0.13890196263474086
0,46,22,-0.13890196263474086
0,46,23,-0.13890196263474086
0,60,26,-0.13890196263474086
0,39,17,-0.13890196263474086
0,54,24,-0.13890196263474086
0,54,23,-0.13890196263474086
0,40,17,-0.13890196263474086
0,66,28,-0.13890196263474086
0,40,18,-0.13890196263474086
0,40,19,-0.13890196263474086
0,40,20,-0.13890196263474086
0,47,20,-0.13890196263474086
0,69,30,-0.13890196263474086
0,41,20,-0.13890196263474086
0,70,32,-0.13890196263474086
0,70,29,-0.13890196263474086
0,43,18,-0.13890196263474086
0,70,31,-0.13890196263474086
0,49,23,-0.13890196263474086
0,49,24,-0.13890196263474086
0,51,23,-0.13890196263474086
0,43,20,-0.13890196263474086
0,70,30,-0.13890196263474086
0,51,24,-0.13890196263474086
0,51,22,-0.13890196263474086
0,43,19,-0.13890196263474086
0,50,21,-0.13890196263474086
0,50,23,-0.13890196263474086
0,50,22,-0.13890196263474086
0,43,21,-0.13890196263474086
0,60,12,-0.13954196205908814
0,94,18,-0.1398816925256475
0,43,16,-0.14015050877422205
0,47,17,-0.14015050877422205
0,47,16,-0.14015050877422205
0,46,16,-0.14015050877422205
0,44,16,-0.14015050877422205
0,48,17,-0.14015050877422205
0,45,16,-0.14015050877422205
0,46,17,-0.14015050877422205
0,45,17,-0.14015050877422205
0,57,23,-0.1401515892012146
0,74,38,-0.1402592561966391
0,67,31,-0.1402592561966391
0,74,39,-0.1402592561966391
0,74,40,-0.1402592561966391
0,66,36,-0.1402592561966391
0,67,32,-0.1402592561966391
0,74,41,-0.1402592561966391
0,74,42,-0.1402592561966391
0,67,30,-0.1402592561966391
0,69,32,-0.1402592561966391
0,66,35,-0.1402592561966391
0,69,33,-0.1402592561966391
0,71,34,-0.1402592561966391
0,71,35,-0.1402592561966391
0,71,36,-0.1402592561966391
0,71,37,-0.1402592561966391
0,71,38,-0.1402592561966391
0,71,39,-0.1402592561966391
0,78,45,-0.1402592561966391
0,65,28,-0.1402592561966391
0,70,39,-0.1402592561966391
0,70,38,-0.1402592561966391
0,70,37,-0.1402592561966391
0,70,36,-0.1402592561966391
0,70,35,-0.1402592561966391
0,70,34,-0.1402592561966391
0,66,29,-0.1402592561966391
0,66,30,-0.1402592561966391
0,70,33,-0.1402592561966391
0,67,34,-0.1402592561966391
0,66,31,-0.1402592561966391
0,66,32,-0.1402592561966391
0,66,33,-0.1402592561966391
0,67,33,-0.1402592561966391
0,66,34,-0.1402592561966391
0,67,35,-0.1402592561966391
0,79,45,-0.1402592561966391
0,72,37,-0.1402592561966391
0,68,32,-0.1402592561966391
0,72,39,-0.1402592561966391
0,73,41,-0.1402592561966391
0,73,40,-0.1402592561966391
0,73,39,-0.1402592561966391
0,73,38,-0.1402592561966391
0,68,33,-0.1402592561966391
0,68,34,-0.1402592561966391
0,68,35,-0.1402592561966391
0,68,36,-0.1402592561966391
0,68,37,-0.1402592561966391
0,68,38,-0.1402592561966391
0,72,38,-0.1402592561966391
0,67,36,-0.1402592561966391
0,72,36,-0.1402592561966391
0,72,40,-0.1402592561966391
0,69,38,-0.1402592561966391
0,69,34,-0.1402592561966391
0,69,37,-0.1402592561966391
0,69,36,-0.1402592561966391
0,69,35,-0.1402592561966391
0,65,13,-0.14036878121547663
